Time [s],F_NEDC,V_NEDC,F_2,V_2,F_1,V_1
1240,,,1080.5826,10.353778,2743.3289,18.139233
1241,,,423.49707,10.4469595,2082.1184,18.173624
1241,,,423.49707,10.4469595,2082.1184,18.173624
1242,,,-3033.478,9.803524,2294.2375,18.254835
1242,,,-3033.478,9.803524,2294.2375,18.254835
1243,,,-5234.1216,8.662233,1983.496,18.28572
1243,,,-5234.1216,8.662233,1983.496,18.28572
1244,,,-5326.171,7.482609,1990.7793,18.341204
1244,,,-5326.171,7.482609,1990.7793,18.341204
1245,,,-5576.1885,6.2518897,1234.3053,18.265434
1245,,,-5576.1885,6.2518897,1234.3053,18.265434
1246,,,-6444.0444,4.8371572,825.624,18.102856
1246,,,-6444.0444,4.8371572,825.624,18.102856
1247,,,-7314.9424,3.2311215,1231.3312,18.015465
1247,,,-7314.9424,3.2311215,1231.3312,18.015465
1248,,,-6771.1733,1.7330673,1582.0964,17.956402
1248,,,-6771.1733,1.7330673,1582.0964,17.956402
1249,,,-7550.9487,0.07550949,1909.5417,17.897572
1249,,,-7550.9487,0.07550949,1909.5417,17.897572
1250,,,-56.884647,0.0005688465,3138.0583,17.940842
1250,,,-56.884647,0.0005688465,3138.0583,17.940842
1251,,,-56.879993,0.00056879997,3371.7612,17.938505
1251,,,-56.879993,0.00056879997,3371.7612,17.938505
1252,,,-56.87999,0.0005687999,3580.2148,17.991976
1252,,,-56.87999,0.0005687999,3580.2148,17.991976
1253,,,-56.87999,0.0005687999,3356.9766,18.077541
1253,,,-56.87999,0.0005687999,3356.9766,18.077541
1254,,,-56.87999,0.0005687999,3084.887,18.135818
1254,,,-56.87999,0.0005687999,3084.887,18.135818
1255,,,-56.87999,0.0005687999,2929.8296,18.165146
1255,,,-56.87999,0.0005687999,2929.8296,18.165146
1256,,,-56.87999,0.0005687999,2818.385,18.194038
1256,,,-56.87999,0.0005687999,2818.385,18.194038
1257,,,-56.87999,0.0005687999,2659.9915,18.195621
1257,,,-56.87999,0.0005687999,2659.9915,18.195621
1258,,,-56.87999,0.0005687999,2910.5295,18.248672
1258,,,-56.87999,0.0005687999,2910.5295,18.248672
1259,,,-56.87999,0.0005687999,2785.7788,18.277699
1259,,,-56.87999,0.0005687999,2785.7788,18.277699
1260,,,-56.87999,0.0005687999,2660.1355,18.278954
1260,,,-56.87999,0.0005687999,2660.1355,18.278954
1261,,,-56.87999,0.0005687999,2659.5962,18.27896
1261,,,-56.87999,0.0005687999,2659.5962,18.27896
1262,,,-56.87999,0.0005687999,2909.9902,18.33201
1262,,,-56.87999,0.0005687999,2909.9902,18.33201
1263,,,-56.87999,0.0005687999,2660.005,18.33451
1263,,,-56.87999,0.0005687999,2660.005,18.33451
1264,,,-56.87999,0.0005687999,2658.9949,18.33452
1264,,,-56.87999,0.0005687999,2658.9949,18.33452
1265,,,-56.87999,0.0005687999,2909.3918,18.387573
1265,,,-56.87999,0.0005687999,2909.3918,18.387573
1266,,,-56.87999,0.0005687999,2659.4048,18.390072
1266,,,-56.87999,0.0005687999,2659.4048,18.390072
1267,,,-56.87999,0.0005687999,2658.3926,18.390083
1267,,,-56.87999,0.0005687999,2658.3926,18.390083
1268,,,-56.87999,0.0005687999,2783.554,18.416609
1268,,,-56.87999,0.0005687999,2783.554,18.416609
1269,,,-56.87999,0.0005687999,2657.5596,18.41787
1269,,,-56.87999,0.0005687999,2657.5596,18.41787
1270,,,-56.87999,0.0005687999,2782.894,18.444393
1270,,,-56.87999,0.0005687999,2782.894,18.444393
1271,,,-56.87999,0.0005687999,2531.6614,18.419128
1271,,,-56.87999,0.0005687999,2531.6614,18.419128
1272,,,-56.87999,0.0005687999,2655.7507,18.417887
1272,,,-56.87999,0.0005687999,2655.7507,18.417887
1273,,,-56.87999,0.0005687999,2905.9778,18.47094
1273,,,-56.87999,0.0005687999,2905.9778,18.47094
1274,,,-56.87999,0.0005687999,2404.2742,18.420403
1274,,,-56.87999,0.0005687999,2404.2742,18.420403
1275,,,-56.87999,0.0005687999,2527.8904,18.391388
1275,,,-56.87999,0.0005687999,2527.8904,18.391388
1276,,,-56.87999,0.0005687999,2652.1038,18.390146
1276,,,-56.87999,0.0005687999,2652.1038,18.390146
1277,,,-56.87999,0.0005687999,2651.2139,18.390154
1277,,,-56.87999,0.0005687999,2651.2139,18.390154
1278,,,-56.87999,0.0005687999,2650.4973,18.390162
1278,,,-56.87999,0.0005687999,2650.4973,18.390162
1279,,,-56.87999,0.0005687999,2649.7805,18.39017
1279,,,-56.87999,0.0005687999,2649.7805,18.39017
1280,,,-56.87999,0.0005687999,2649.0637,18.390177
1280,,,-56.87999,0.0005687999,2649.0637,18.390177
1281,,,5975.1055,1.2804322,2648.347,18.390182
1281,,,5975.1055,1.2804322,2648.347,18.390182
1282,,,5404.649,2.4988008,2899.0378,18.443232
1282,,,5404.649,2.4988008,2899.0378,18.443232
1283,,,1821.8898,2.950695,2522.7502,18.419216
1283,,,1821.8898,2.950695,2522.7502,18.419216
1284,,,417.35773,3.0685458,2898.3826,18.471016
1284,,,417.35773,3.0685458,2898.3826,18.471016
1285,,,-2868.4905,2.4755626,2647.7944,18.473522
1285,,,-2868.4905,2.4755626,2647.7944,18.473522
1286,,,-2240.3474,1.9833896,2898.4949,18.526571
1286,,,-2240.3474,1.9833896,2898.4949,18.526571
1287,,,-2554.9272,1.4310548,2773.6282,18.555597
1287,,,-2554.9272,1.4310548,2773.6282,18.555597
1288,,,-1459.9299,1.1081077,2899.3945,18.609896
1288,,,-1459.9299,1.1081077,2899.3945,18.609896
1289,,,-4977.659,0.049776595,2523.0989,18.58588
1289,,,-4977.659,0.049776595,2523.0989,18.58588
1290,,,-56.884926,0.00056884927,2647.3047,18.584639
1290,,,-56.884926,0.00056884927,2647.3047,18.584639
1291,,,-56.879982,0.0005687998,2772.4658,18.611164
1291,,,-56.879982,0.0005687998,2772.4658,18.611164
1292,,,-56.87999,0.0005687999,2898.238,18.665462
1292,,,-56.87999,0.0005687999,2898.238,18.665462
1293,,,-56.87999,0.0005687999,2647.7747,18.667967
1293,,,-56.87999,0.0005687999,2647.7747,18.667967
1294,,,-56.87999,0.0005687999,2520.8635,18.641459
1294,,,-56.87999,0.0005687999,2520.8635,18.641459
1295,,,-56.87999,0.0005687999,2770.6587,18.666739
1295,,,-56.87999,0.0005687999,2770.6587,18.666739
1296,,,-56.87999,0.0005687999,2645.1245,18.667994
1296,,,-56.87999,0.0005687999,2645.1245,18.667994
1297,,,-56.87999,0.0005687999,2770.4583,18.694517
1297,,,-56.87999,0.0005687999,2770.4583,18.694517
1298,,,-56.87999,0.0005687999,2644.4539,18.695778
1298,,,-56.87999,0.0005687999,2644.4539,18.695778
1299,,,-56.87999,0.0005687999,3020.6077,18.775349
1299,,,-56.87999,0.0005687999,3020.6077,18.775349
1300,,,3705.0796,0.79883254,2519.8083,18.75258
1300,,,3705.0796,0.79883254,2519.8083,18.75258
1301,,,5648.5723,2.0466032,3146.897,18.85742
1301,,,5648.5723,2.0466032,3146.897,18.85742
1302,,,5577.555,3.2976384,2772.142,18.888945
1302,,,5577.555,3.2976384,2772.142,18.888945
1303,,,6602.91,4.763621,3023.6736,18.969763
1303,,,6602.91,4.763621,3023.6736,18.969763
1304,,,9823.585,6.9192195,2899.6062,19.02656
1304,,,9823.585,6.9192195,2899.6062,19.02656
1305,,,6315.8457,8.358872,2774.7378,19.055586
1305,,,6315.8457,8.358872,2774.7378,19.055586
1306,,,1948.1901,8.835049,2900.5347,19.109884
1306,,,1948.1901,8.835049,2900.5347,19.109884
1307,,,391.16034,8.936735,2649.9307,19.11239
1307,,,391.16034,8.936735,2649.9307,19.11239
1308,,,-303.4743,8.874207,2900.6553,19.165438
1308,,,-303.4743,8.874207,2900.6553,19.165438
1309,,,-241.48222,8.821509,2650.3455,19.16794
1309,,,-241.48222,8.821509,2650.3455,19.16794
1310,,,-1409.8643,8.501999,2523.572,19.141432
1310,,,-1409.8643,8.501999,2523.572,19.141432
1311,,,-2667.4082,7.907549,2773.4788,19.16671
1311,,,-2667.4082,7.907549,2773.4788,19.16671
1312,,,-2426.649,7.349575,2899.2869,19.221006
1312,,,-2426.649,7.349575,2899.2869,19.221006
1313,,,-2485.0981,6.777159,2648.636,19.223515
1313,,,-2485.0981,6.777159,2648.636,19.223515
1314,,,-2209.0503,6.253171,2773.6707,19.250042
1314,,,-2209.0503,6.253171,2773.6707,19.250042
1315,,,-4972.7744,5.1343946,2647.9846,19.251297
1315,,,-4972.7744,5.1343946,2647.9846,19.251297
1316,,,-5880.454,3.788363,2647.236,19.251305
1316,,,-5880.454,3.788363,2647.236,19.251305
1317,,,-7421.137,2.1024668,2646.4856,19.251312
1317,,,-7421.137,2.1024668,2646.4856,19.251312
1318,,,-8886.551,0.08886551,2771.474,19.277842
1318,,,-8886.551,0.08886551,2771.474,19.277842
1318.1641,,,3.52E-09,-3.52E-14,2527.9438,19.275717
1318.1641,,,3.52E-09,-3.52E-14,2527.9438,19.275717
1319,,,3.52E-09,-3.52E-14,2520.0452,19.252577
1319,,,3.52E-09,-3.52E-14,2520.0452,19.252577
1320,,,3.52E-09,-3.52E-14,2518.4966,19.224815
1320,,,3.52E-09,-3.52E-14,2518.4966,19.224815
1321,,,3.52E-09,-3.52E-14,2516.9382,19.197052
1321,,,3.52E-09,-3.52E-14,2516.9382,19.197052
1322,,,3.52E-09,-3.52E-14,2264.2112,19.116247
1322,,,3.52E-09,-3.52E-14,2264.2112,19.116247
1323,,,3.52E-09,-3.52E-14,2637.5107,19.112514
1323,,,3.52E-09,-3.52E-14,2637.5107,19.112514
1324,,,3.52E-09,-3.52E-14,2511.3044,19.085999
1324,,,3.52E-09,-3.52E-14,2511.3044,19.085999
1325,,,3.52E-09,-3.52E-14,2509.9329,19.058233
1325,,,3.52E-09,-3.52E-14,2509.9329,19.058233
1326,,,3.52E-09,-3.52E-14,2257.2249,18.977428
1326,,,3.52E-09,-3.52E-14,2257.2249,18.977428
1327,,,3.52E-09,-3.52E-14,2253.7932,18.894129
1327,,,3.52E-09,-3.52E-14,2253.7932,18.894129
1328,,,3.52E-09,-3.52E-14,2250.6802,18.810827
1328,,,3.52E-09,-3.52E-14,2250.6802,18.810827
1329,,,3.52E-09,-3.52E-14,2498.718,18.78057
1329,,,3.52E-09,-3.52E-14,2498.718,18.78057
1330,,,3.52E-09,-3.52E-14,2246.3516,18.699759
1330,,,3.52E-09,-3.52E-14,2246.3516,18.699759
1331,,,3.52E-09,-3.52E-14,2242.9663,18.616459
1331,,,3.52E-09,-3.52E-14,2242.9663,18.616459
1332,,,3.52E-09,-3.52E-14,2491.026,18.5862
1332,,,3.52E-09,-3.52E-14,2491.026,18.5862
1333,,,3.52E-09,-3.52E-14,1609.8885,18.37279
1333,,,3.52E-09,-3.52E-14,1609.8885,18.37279
1334,,,3.52E-09,-3.52E-14,2985.721,18.442366
1334,,,3.52E-09,-3.52E-14,2985.721,18.442366
1335,,,3.52E-09,-3.52E-14,473.3811,17.995266
1335,,,3.52E-09,-3.52E-14,473.3811,17.995266
1336,,,3.52E-09,-3.52E-14,2093.7524,17.86795
1336,,,3.52E-09,-3.52E-14,2093.7524,17.86795
1337,,,3.52E-09,-3.52E-14,2215.8757,17.783398
1337,,,3.52E-09,-3.52E-14,2215.8757,17.783398
1338,,,3.52E-09,-3.52E-14,-677.56854,17.090109
1338,,,3.52E-09,-3.52E-14,-677.56854,17.090109
1339,,,3.52E-09,-3.52E-14,-68.40997,16.500685
1339,,,3.52E-09,-3.52E-14,-68.40997,16.500685
1340,,,3.52E-09,-3.52E-14,-585.8526,15.811414
1340,,,3.52E-09,-3.52E-14,-585.8526,15.811414
1341,,,3.52E-09,-3.52E-14,-728.5139,15.090618
1341,,,3.52E-09,-3.52E-14,-728.5139,15.090618
1342,,,3.52E-09,-3.52E-14,-368.87076,14.448133
1342,,,3.52E-09,-3.52E-14,-368.87076,14.448133
1343,,,3.52E-09,-3.52E-14,-1261.3502,13.623725
1343,,,3.52E-09,-3.52E-14,-1261.3502,13.623725
1344,,,3.52E-09,-3.52E-14,-902.145,12.870132
1344,,,3.52E-09,-3.52E-14,-902.145,12.870132
1345,,,3.52E-09,-3.52E-14,-916.89343,12.12028
1345,,,3.52E-09,-3.52E-14,-916.89343,12.12028
1346,,,3.52E-09,-3.52E-14,-680.16345,11.423469
1346,,,3.52E-09,-3.52E-14,-680.16345,11.423469
1347,,,3.52E-09,-3.52E-14,-1193.6428,10.623048
1347,,,3.52E-09,-3.52E-14,-1193.6428,10.623048
1348,,,3.52E-09,-3.52E-14,-78.15492,10.056337
1348,,,3.52E-09,-3.52E-14,-78.15492,10.056337
1349,,,3.52E-09,-3.52E-14,-1089.6747,9.288674
1349,,,3.52E-09,-3.52E-14,-1089.6747,9.288674
1350,,,3.52E-09,-3.52E-14,-850.17896,8.564057
1350,,,3.52E-09,-3.52E-14,-850.17896,8.564057
1351,,,3.52E-09,-3.52E-14,-859.2245,7.8419256
1351,,,3.52E-09,-3.52E-14,-859.2245,7.8419256
1352,,,3.52E-09,-3.52E-14,2515.0847,7.8359604
1352,,,3.52E-09,-3.52E-14,2515.0847,7.8359604
1353,,,3.52E-09,-3.52E-14,3517.433,8.075936
1353,,,3.52E-09,-3.52E-14,3517.433,8.075936
1354,,,3.52E-09,-3.52E-14,3269.6023,8.27286
1354,,,3.52E-09,-3.52E-14,3269.6023,8.27286
1355,,,3.52E-09,-3.52E-14,1767.9271,8.148988
1355,,,3.52E-09,-3.52E-14,1767.9271,8.148988
1356,,,3.52E-09,-3.52E-14,1264.7068,7.90402
1356,,,3.52E-09,-3.52E-14,1264.7068,7.90402
1357,,,3.52E-09,-3.52E-14,1010.8488,7.6010027
1357,,,3.52E-09,-3.52E-14,1010.8488,7.6010027
1358,,,3.52E-09,-3.52E-14,3262.3035,7.7729325
1358,,,3.52E-09,-3.52E-14,3262.3035,7.7729325
1359,,,3.52E-09,-3.52E-14,4893.351,8.312178
1359,,,3.52E-09,-3.52E-14,4893.351,8.312178
1360,,,3.52E-09,-3.52E-14,6780.4243,9.265529
1360,,,3.52E-09,-3.52E-14,6780.4243,9.265529
1361,,,3.52E-09,-3.52E-14,5164.354,9.892801
1361,,,3.52E-09,-3.52E-14,5164.354,9.892801
1362,,,3.52E-09,-3.52E-14,2289.399,9.893773
1362,,,3.52E-09,-3.52E-14,2289.399,9.893773
1363,,,3.52E-09,-3.52E-14,2288.6096,9.866003
1363,,,3.52E-09,-3.52E-14,2288.6096,9.866003
1364,,,3.52E-09,-3.52E-14,-4857.324,8.326351
1364,,,3.52E-09,-3.52E-14,-4857.324,8.326351
1365,,,3.52E-09,-3.52E-14,-7506.1274,6.158395
1365,,,3.52E-09,-3.52E-14,-7506.1274,6.158395
1366,,,3.52E-09,-3.52E-14,-5520.936,4.3885427
1366,,,3.52E-09,-3.52E-14,-5520.936,4.3885427
1367,,,3.52E-09,-3.52E-14,1601.8849,4.1506476
1367,,,3.52E-09,-3.52E-14,1601.8849,4.1506476
1367.002,,,240.66318,-3.52E-14,1745.704,4.1503625
1367.002,,,240.66318,-3.52E-14,1745.704,4.1503625
1367.002,,,240.66371,1.18E-10,1745.7042,4.1503625
1367.002,,,240.66371,1.18E-10,1745.7042,4.1503625
1368,,,5724.8564,1.1603543,4980.18,4.700198
1368,,,5724.8564,1.1603543,4980.18,4.700198
1369,,,7999.4746,2.856408,6737.3037,5.654849
1369,,,7999.4746,2.856408,6737.3037,5.654849
1370,,,7486.6826,4.4585857,6495.525,6.5739336
1370,,,7486.6826,4.4585857,6495.525,6.5739336
1371,,,6912.6904,5.9229565,5502.7266,7.278306
1371,,,6912.6904,5.9229565,5502.7266,7.278306
1372,,,4710.263,6.898828,5385.12,7.946149
1372,,,4710.263,6.898828,5385.12,7.946149
1373,,,3699.8098,7.621388,5769.12,8.692308
1373,,,3699.8098,7.621388,5769.12,8.692308
1374,,,5735.9614,8.746277,6405.866,9.57483
1374,,,5735.9614,8.746277,6405.866,9.57483
1375,,,6367.36,10.008376,5541.1133,10.277923
1375,,,6367.36,10.008376,5541.1133,10.277923
1376,,,6391.6978,11.257561,5050.247,10.866164
1376,,,6391.6978,11.257561,5050.247,10.866164
1377,,,4413.5005,12.056907,4432.4585,11.316787
1377,,,4413.5005,12.056907,4432.4585,11.316787
1378,,,857.2809,12.056691,4565.2275,11.787681
1378,,,857.2809,12.056691,4565.2275,11.787681
1379,,,-384.49353,11.738498,4447.887,12.233299
1379,,,-384.49353,11.738498,4447.887,12.233299
1380,,,-4410.6807,10.527568,4832.2393,12.757234
1380,,,-4410.6807,10.527568,4832.2393,12.757234
1381,,,-5102.115,9.110257,3712.6143,13.046207
1381,,,-5102.115,9.110257,3712.6143,13.046207
1382,,,-5509.103,7.603644,3968.645,13.37698
1382,,,-5509.103,7.603644,3968.645,13.37698
1383,,,-4894.4497,6.2266583,3960.5962,13.710394
1383,,,-4894.4497,6.2266583,3960.5962,13.710394
1384,,,-4600.488,4.920691,3349.6763,13.938725
1384,,,-4600.488,4.920691,3349.6763,13.938725
1385,,,-5070.5034,3.5199327,2586.6245,14.029689
1385,,,-5070.5034,3.5199327,2586.6245,14.029689
1386,,,-4365.971,2.2111847,2202.0056,14.061314
1386,,,-4365.971,2.2111847,2202.0056,14.061314
1387,,,-439.81235,1.7053398,2744.0273,14.22256
1387,,,-439.81235,1.7053398,2744.0273,14.22256
1388,,,108.06571,1.333861,3997.061,14.626696
1388,,,108.06571,1.333861,3997.061,14.626696
1389,,,337.77106,1.002139,3577.29,14.992005
1389,,,337.77106,1.002139,3577.29,14.992005
1390,,,-2677.1375,0.026771374,2655.0662,15.195672
1390,,,-2677.1375,0.026771374,2655.0662,15.195672
1390.0398,,,1.66E-05,-1.66E-10,2355.33,15.201987
1390.0398,,,1.66E-05,-1.66E-10,2355.33,15.201987
1391,,,1141.2207,-0.011412207,2092.6135,15.28463
1391,,,1141.2207,-0.011412207,2092.6135,15.28463
1392,,,1140.5712,-0.011405712,1990.7689,15.341204
1392,,,1140.5712,-0.011405712,1990.7689,15.341204
1393,,,1139.9208,-0.011399208,1725.992,15.343851
1393,,,1139.9208,-0.011399208,1725.992,15.343851
1394,,,1139.2706,-0.011392706,1615.194,15.344959
1394,,,1139.2706,-0.011392706,1615.194,15.344959
1395,,,1138.621,-0.011386209,1581.1484,15.428633
1395,,,1138.621,-0.011386209,1581.1484,15.428633
1396,,,1137.9716,-0.011379716,-147.76984,15.362589
1396,,,1137.9716,-0.011379716,-147.76984,15.362589
1397,,,1137.3226,-0.0113732265,-1758.9609,15.1287
1397,,,1137.3226,-0.0113732265,-1758.9609,15.1287
1398,,,1136.6741,-0.011366741,-557.44763,15.033352
1398,,,1136.6741,-0.011366741,-557.44763,15.033352
1399,,,1136.0259,-0.011360259,-570.1496,14.950146
1399,,,1136.0259,-0.011360259,-570.1496,14.950146
1400,,,1135.378,-0.0113537805,-1031.5918,14.760316
1400,,,1135.378,-0.0113537805,-1031.5918,14.760316
1400.0424,,,3250.0303,3.28E-10,-646.2439,14.754112
1400.0424,,,3250.0303,3.28E-10,-646.2439,14.754112
1401,,,5318.7227,0.7150822,-342.19394,14.697866
1401,,,5318.7227,0.7150822,-342.19394,14.697866
1402,,,7871.868,2.0074897,390.88254,14.773869
1402,,,7871.868,2.0074897,390.88254,14.773869
1403,,,5344.8706,2.7625263,42.053844,14.777357
1403,,,5344.8706,2.7625263,42.053844,14.777357
1404,,,6191.4746,3.6376214,896.4168,14.963258
1404,,,6191.4746,3.6376214,896.4168,14.963258
1405,,,4492.5825,4.1247244,1640.1661,15.316932
1405,,,4492.5825,4.1247244,1640.1661,15.316932
1406,,,7196.1973,5.123896,1392.5846,15.624963
1406,,,7196.1973,5.123896,1392.5846,15.624963
1407,,,9259.194,6.527208,1018.10767,15.85093
1407,,,9259.194,6.527208,1018.10767,15.85093
1408,,,7352.2544,7.4791746,545.875,15.9667635
1408,,,7352.2544,7.4791746,545.875,15.9667635
1409,,,5769.3267,8.017029,-907.6522,15.786855
1409,,,5769.3267,8.017029,-907.6522,15.786855
1410,,,5999.031,8.499638,-178.54947,15.751785
1410,,,5999.031,8.499638,-178.54947,15.751785
1411,,,8458.4,9.310766,-995.3074,15.537731
1411,,,8458.4,9.310766,-995.3074,15.537731
1412,,,7933.299,10.115836,-520.6762,15.394095
1412,,,7933.299,10.115836,-520.6762,15.394095
1413,,,7412.3135,10.932197,91.58537,15.387973
1413,,,7412.3135,10.932197,91.58537,15.387973
1414,,,5086.7656,11.287044,20.528605,15.388683
1414,,,5086.7656,11.287044,20.528605,15.388683
1415,,,4267.143,11.467117,-55.261284,15.3894415
1415,,,4267.143,11.467117,-55.261284,15.3894415
1416,,,4084.7644,11.625819,736.0204,15.5759735
1416,,,4084.7644,11.625819,736.0204,15.5759735
1417,,,4034.71,11.813206,649.0093,15.771288
1417,,,4034.71,11.813206,649.0093,15.771288
1418,,,3777.4583,11.922931,1183.7202,16.099274
1418,,,3777.4583,11.922931,1183.7202,16.099274
1419,,,3315.6875,11.963954,617.0243,16.327164
1419,,,3315.6875,11.963954,617.0243,16.327164
1420,,,3098.0752,12.034991,-767.9442,16.257679
1420,,,3098.0752,12.034991,-767.9442,16.257679
1421,,,2910.207,12.123109,-1026.2432,16.121374
1421,,,2910.207,12.123109,-1026.2432,16.121374
1422,,,3035.036,12.26193,-1163.1373,15.956076
1422,,,3035.036,12.26193,-1163.1373,15.956076
1423,,,2954.8918,12.402254,-1309.366,15.763094
1423,,,2954.8918,12.402254,-1309.366,15.763094
1424,,,3022.771,12.574539,-1184.4222,15.595178
1424,,,3022.771,12.574539,-1184.4222,15.595178
1425,,,2315.8306,12.61573,-521.7331,15.560773
1425,,,2315.8306,12.61573,-521.7331,15.560773
1426,,,2767.712,12.768112,-811.05194,15.480332
1426,,,2767.712,12.768112,-811.05194,15.480332
1427,,,2082.4126,12.808445,766.91724,15.742331
1427,,,2082.4126,12.808445,766.91724,15.742331
1428,,,1875.7073,12.828465,-158.65753,15.83492
1428,,,1875.7073,12.828465,-158.65753,15.83492
1429,,,1643.2603,12.8302145,-583.3636,15.839167
1429,,,1643.2603,12.8302145,-583.3636,15.839167
1430,,,1439.8105,12.850774,-647.724,15.83981
1430,,,1439.8105,12.850774,-647.724,15.83981
1431,,,488.94952,12.911178,-949.8548,15.787276
1431,,,488.94952,12.911178,-949.8548,15.787276
1432,,,-609.2568,12.922759,-1282.9072,15.679496
1432,,,-609.2568,12.922759,-1282.9072,15.679496
1433,,,-1585.0476,12.895962,-1588.7715,15.515887
1433,,,-1585.0476,12.895962,-1588.7715,15.515887
1434,,,-1103.8319,12.595303,-1017.711,15.482399
1434,,,-1103.8319,12.595303,-1017.711,15.482399
1435,,,-2148.869,11.998777,-1711.501,15.322671
1435,,,-2148.869,11.998777,-1711.501,15.322671
1436,,,-2220.2344,11.389256,-2287.9182,15.050657
1436,,,-2220.2344,11.389256,-2287.9182,15.050657
1437,,,-7007.049,9.767851,-2264.376,14.800422
1437,,,-7007.049,9.767851,-2264.376,14.800422
1438,,,-9378.477,7.6020985,-841.68677,14.869528
1438,,,-9378.477,7.6020985,-841.68677,14.869528
1439,,,-10151.803,5.3166957,-1267.8391,14.87379
1439,,,-10151.803,5.3166957,-1267.8391,14.87379
1440,,,-10782.852,2.8930953,-220.06934,15.113312
1440,,,-10782.852,2.8930953,-220.06934,15.113312
1441,,,-7874.776,1.0816256,-1033.4711,15.20478
1441,,,-7874.776,1.0816256,-1033.4711,15.20478
1442,,,-4368.018,0.043680184,-2813.166,14.917021
1442,,,-4368.018,0.043680184,-2813.166,14.917021
1442.1522,,,4.51E-10,-4.51E-15,-2816.9531,14.870553
1442.1522,,,4.51E-10,-4.51E-15,-2816.9531,14.870553
1443,,,4.51E-10,-4.51E-15,-2837.9326,14.611712
1443,,,4.51E-10,-4.51E-15,-2837.9326,14.611712
1444,,,4.51E-10,-4.51E-15,-3491.6392,14.173805
1444,,,4.51E-10,-4.51E-15,-3491.6392,14.173805
1445,,,4.51E-10,-4.51E-15,-2881.4648,13.862148
1445,,,4.51E-10,-4.51E-15,-2881.4648,13.862148
1446,,,4.51E-10,-4.51E-15,-1858.0698,13.76858
1446,,,4.51E-10,-4.51E-15,-1858.0698,13.76858
1447,,,4.51E-10,-4.51E-15,-1350.9879,13.791287
1447,,,4.51E-10,-4.51E-15,-1350.9879,13.791287
1448,,,4.51E-10,-4.51E-15,-1071.6937,13.871828
1448,,,4.51E-10,-4.51E-15,-1071.6937,13.871828
1449,,,4.51E-10,-4.51E-15,-840.5805,14.008406
1449,,,4.51E-10,-4.51E-15,-840.5805,14.008406
1450,,,4.51E-10,-4.51E-15,-2093.3748,13.882045
1450,,,4.51E-10,-4.51E-15,-2093.3748,13.882045
1451,,,4.51E-10,-4.51E-15,-1465.1902,13.875763
1451,,,4.51E-10,-4.51E-15,-1465.1902,13.875763
1452,,,4.51E-10,-4.51E-15,-975.97614,13.981982
1452,,,4.51E-10,-4.51E-15,-975.97614,13.981982
1453,,,4.51E-10,-4.51E-15,-1992.1404,13.881033
1453,,,4.51E-10,-4.51E-15,-1992.1404,13.881033
1454,,,4.51E-10,-4.51E-15,-1804.4963,13.823601
1454,,,4.51E-10,-4.51E-15,-1804.4963,13.823601
1455,,,4.51E-10,-4.51E-15,-2468.224,13.635794
1455,,,4.51E-10,-4.51E-15,-2468.224,13.635794
1456,,,4.51E-10,-4.51E-15,-2877.3394,13.362106
1456,,,4.51E-10,-4.51E-15,-2877.3394,13.362106
1457,,,4.51E-10,-4.51E-15,-2651.502,13.137626
1457,,,4.51E-10,-4.51E-15,-2651.502,13.137626
1458,,,4.51E-10,-4.51E-15,-2664.6028,12.915535
1458,,,4.51E-10,-4.51E-15,-2664.6028,12.915535
1459,,,4.51E-10,-4.51E-15,-1286.7788,12.98509
1459,,,4.51E-10,-4.51E-15,-1286.7788,12.98509
1460,,,4.51E-10,-4.51E-15,-524.7717,13.22747
1460,,,4.51E-10,-4.51E-15,-524.7717,13.22747
1461,,,4.51E-10,-4.51E-15,-258.41516,13.530362
1461,,,4.51E-10,-4.51E-15,-258.41516,13.530362
1462,,,4.51E-10,-4.51E-15,-237.9855,13.835713
1462,,,4.51E-10,-4.51E-15,-237.9855,13.835713
1463,,,4.51E-10,-4.51E-15,-893.1034,14.008931
1463,,,4.51E-10,-4.51E-15,-893.1034,14.008931
1464,,,4.51E-10,-4.51E-15,-2131.5999,13.910205
1464,,,4.51E-10,-4.51E-15,-2131.5999,13.910205
1465,,,4.51E-10,-4.51E-15,-2124.5127,13.799023
1465,,,4.51E-10,-4.51E-15,-2124.5127,13.799023
1466,,,4.51E-10,-4.51E-15,-1983.8042,13.714282
1466,,,4.51E-10,-4.51E-15,-1983.8042,13.714282
1467,,,4.51E-10,-4.51E-15,-698.0095,13.895869
1467,,,4.51E-10,-4.51E-15,-698.0095,13.895869
1468,,,4.51E-10,-4.51E-15,-554.1304,14.1166525
1468,,,4.51E-10,-4.51E-15,-554.1304,14.1166525
1469,,,4.51E-10,-4.51E-15,-520.20703,14.338535
1469,,,4.51E-10,-4.51E-15,-520.20703,14.338535
1470,,,4.51E-10,-4.51E-15,-362.69403,14.58696
1470,,,4.51E-10,-4.51E-15,-362.69403,14.58696
1471,,,4.51E-10,-4.51E-15,-534.22504,14.810898
1471,,,4.51E-10,-4.51E-15,-534.22504,14.810898
1472,,,4.51E-10,-4.51E-15,-1201.0386,14.900899
1472,,,4.51E-10,-4.51E-15,-1201.0386,14.900899
1473,,,4.51E-10,-4.51E-15,-1576.7573,14.904656
1473,,,4.51E-10,-4.51E-15,-1576.7573,14.904656
1474,,,4.51E-10,-4.51E-15,-2696.0635,14.66585
