Time [s],F_NEDC,V_NEDC,F_2,V_2,F_1,V_1
609,-3388.214,3.3672154,-402.88876,11.932509,3043.4006,12.41401
610,-3391.9404,2.5339193,-140.86766,12.032659,2918.0935,12.498597
610,-3391.9404,2.5339193,-140.86766,12.032659,2918.0935,12.498597
611,-3394.662,1.7006133,-9.511923,12.168854,3299.9492,12.661445
611,-3394.662,1.7006133,-9.511923,12.168854,3299.9492,12.661445
612,-3396.333,0.86729664,-240.2887,12.294069,2918.4077,12.748593
612,-3396.333,0.86729664,-240.2887,12.294069,2918.4077,12.748593
613,-3396.9536,0.033969536,-936.7511,12.305237,2277.218,12.6994505
613,-3396.9536,0.033969536,-936.7511,12.305237,2277.218,12.6994505
613.1074,2.33E-06,-2.33E-11,-1134.2664,12.302881,2162.173,12.691649
613.1074,2.33E-06,-2.33E-11,-1134.2664,12.302881,2162.173,12.691649
614,2.33E-06,-2.33E-11,-1235.8743,12.267909,2132.0923,12.617568
614,2.33E-06,-2.33E-11,-1235.8743,12.267909,2132.0923,12.617568
615,2.33E-06,-2.33E-11,-3149.915,11.822511,2098.3845,12.534572
615,2.33E-06,-2.33E-11,-3149.915,11.822511,2098.3845,12.534572
616,2.33E-06,-2.33E-11,-829.34814,11.849936,2069.2969,12.4515295
616,2.33E-06,-2.33E-11,-829.34814,11.849936,2069.2969,12.4515295
617,2.33E-06,-2.33E-11,-105.831406,12.030947,2369.9158,12.420745
617,2.33E-06,-2.33E-11,-105.831406,12.030947,2369.9158,12.420745
618,2.33E-06,-2.33E-11,-271.99796,12.160948,2037.5908,12.312958
618,2.33E-06,-2.33E-11,-271.99796,12.160948,2037.5908,12.312958
619,2.33E-06,-2.33E-11,414.07532,12.40769,2062.2642,12.201599
619,2.33E-06,-2.33E-11,414.07532,12.40769,2062.2642,12.201599
620,2.33E-06,-2.33E-11,204.56564,12.654204,2466.8604,12.169776
620,2.33E-06,-2.33E-11,204.56564,12.654204,2466.8604,12.169776
621,2.33E-06,-2.33E-11,117.12429,12.850182,2253.1372,12.08858
621,2.33E-06,-2.33E-11,117.12429,12.850182,2253.1372,12.08858
622,2.33E-06,-2.33E-11,401.6796,13.067525,2655.273,12.0845585
622,2.33E-06,-2.33E-11,401.6796,13.067525,2655.273,12.0845585
623,2.33E-06,-2.33E-11,-196.58694,13.142955,2596.8867,12.057364
623,2.33E-06,-2.33E-11,-196.58694,13.142955,2596.8867,12.057364
624,2.33E-06,-2.33E-11,42.12604,13.259345,2865.3796,12.082458
624,2.33E-06,-2.33E-11,42.12604,13.259345,2865.3796,12.082458
625,2.33E-06,-2.33E-11,9.28039,13.3693075,2875.3384,12.110135
625,2.33E-06,-2.33E-11,9.28039,13.3693075,2875.3384,12.110135
626,2.33E-06,-2.33E-11,-279.6148,13.421597,3009.6304,12.164349
626,2.33E-06,-2.33E-11,-279.6148,13.421597,3009.6304,12.164349
627,2.33E-06,-2.33E-11,-436.83386,13.439171,3004.4814,12.219955
627,2.33E-06,-2.33E-11,-436.83386,13.439171,3004.4814,12.219955
628,2.33E-06,-2.33E-11,-335.1098,13.4769125,3127.2307,12.302061
628,2.33E-06,-2.33E-11,-335.1098,13.4769125,3127.2307,12.302061
629,2.33E-06,-2.33E-11,-534.3363,13.472057,3270.1387,12.411743
629,2.33E-06,-2.33E-11,-534.3363,13.472057,3270.1387,12.411743
630,2.33E-06,-2.33E-11,-1113.3905,13.328462,3293.1694,12.522624
630,2.33E-06,-2.33E-11,-1113.3905,13.328462,3293.1694,12.522624
631,2.33E-06,-2.33E-11,-546.51404,13.265299,2957.4304,12.553759
631,2.33E-06,-2.33E-11,-546.51404,13.265299,2957.4304,12.553759
632,2.33E-06,-2.33E-11,-550.384,13.14649,3256.5852,12.634101
632,2.33E-06,-2.33E-11,-550.384,13.14649,3256.5852,12.634101
633,2.33E-06,-2.33E-11,-180.89708,13.098728,3412.901,12.743649
633,2.33E-06,-2.33E-11,-180.89708,13.098728,3412.901,12.743649
634,2.33E-06,-2.33E-11,-298.0781,13.023814,3047.1184,12.7750845
634,2.33E-06,-2.33E-11,-298.0781,13.023814,3047.1184,12.7750845
634.00507,353.0394,-2.33E-11,-295.54065,13.023429,3047.1902,12.775225
634.00507,353.0394,-2.33E-11,-295.54065,13.023429,3047.1902,12.775225
634.00507,353.03995,1E-10,-295.54065,13.023429,3047.1902,12.775225
634.00507,353.03995,1E-10,-295.54065,13.023429,3047.1902,12.775225
635,3478.3662,0.65966076,-286.61008,12.952932,3080.6616,12.802526
635,3478.3662,0.65966076,-286.61008,12.952932,3080.6616,12.802526
636,3479.3694,1.3540952,-51.106674,12.945289,3501.948,12.909425
636,3479.3694,1.3540952,-51.106674,12.945289,3501.948,12.909425
637,3481.1304,2.048522,-222.74915,12.917561,3404.461,12.993733
637,3481.1304,2.048522,-222.74915,12.917561,3404.461,12.993733
638,3483.6226,2.7429416,-451.9768,12.8503475,3425.18,13.076859
638,3483.6226,2.7429416,-451.9768,12.8503475,3425.18,13.076859
639,3486.8413,3.4373538,-160.16348,12.84616,3227.3384,13.106615
639,3486.8413,3.4373538,-160.16348,12.84616,3227.3384,13.106615
640,3490.7944,4.1317587,-598.80365,12.750371,3285.3271,13.133814
640,3490.7944,4.1317587,-598.80365,12.750371,3285.3271,13.133814
641,3912.7708,4.914576,-366.70703,12.695992,2961.0068,13.081501
641,3912.7708,4.914576,-366.70703,12.695992,2961.0068,13.081501
642,3919.059,5.70155,-458.43576,12.627412,3598.995,13.158455
642,3919.059,5.70155,-458.43576,12.627412,3598.995,13.158455
643,3926.292,6.488515,-224.4477,12.610275,3732.3594,13.268232
643,3926.292,6.488515,-224.4477,12.610275,3732.3594,13.268232
644,3934.4644,7.2754703,-573.6604,12.525834,3619.825,13.352691
644,3934.4644,7.2754703,-573.6604,12.525834,3619.825,13.352691
645,3943.576,8.062416,-287.174,12.5028715,3626.4402,13.435958
645,3943.576,8.062416,-287.174,12.5028715,3626.4402,13.435958
646,3953.6238,8.849353,-276.92178,12.486777,3659.5881,13.51896
646,3953.6238,8.849353,-276.92178,12.486777,3659.5881,13.51896
647,412.80923,8.884761,-142.09636,12.501421,3455.1394,13.548782
647,412.80923,8.884761,-142.09636,12.501421,3455.1394,13.548782
648,412.9066,8.88476,-143.6521,12.518798,3696.9429,13.629697
648,412.9066,8.88476,-143.6521,12.518798,3696.9429,13.629697
649,412.9067,8.88476,-467.69244,12.467252,3406.1487,13.660383
649,412.9067,8.88476,-467.69244,12.467252,3406.1487,13.660383
650,412.9067,8.88476,-43.745472,12.500438,3388.5374,13.688337
650,412.9067,8.88476,-43.745472,12.500438,3388.5374,13.688337
651,412.9067,8.88476,-125.9882,12.518621,3256.9614,13.689652
651,412.9067,8.88476,-125.9882,12.518621,3256.9614,13.689652
652,412.9067,8.88476,-193.7358,12.517974,3365.5388,13.716345
652,412.9067,8.88476,-193.7358,12.517974,3365.5388,13.716345
653,412.9067,8.88476,-710.0301,12.402934,2713.0493,13.611758
653,412.9067,8.88476,-710.0301,12.402934,2713.0493,13.611758
654,412.9067,8.88476,-1072.0099,12.202423,2794.6394,13.527609
654,412.9067,8.88476,-1072.0099,12.202423,2794.6394,13.527609
655,412.9067,8.88476,-4294.141,11.317185,3444.9304,13.576662
655,412.9067,8.88476,-4294.141,11.317185,3444.9304,13.576662
656,412.9067,8.88476,-2863.302,10.705716,3865.2942,13.711347
656,412.9067,8.88476,-2863.302,10.705716,3865.2942,13.711347
657,412.9067,8.88476,-2355.0383,10.215909,3658.2063,13.796751
657,412.9067,8.88476,-2355.0383,10.215909,3658.2063,13.796751
658,412.9067,8.88476,-4659.8325,9.241379,3702.474,13.879642
658,412.9067,8.88476,-4659.8325,9.241379,3702.474,13.879642
659,412.9067,8.88476,-5727.5586,8.016484,3723.664,13.962764
659,412.9067,8.88476,-5727.5586,8.016484,3723.664,13.962764
660,412.9067,8.88476,-4842.469,6.9648414,3477.8684,13.992999
660,412.9067,8.88476,-4842.469,6.9648414,3477.8684,13.992999
661,412.9067,8.88476,-1712.7858,6.580972,3734.9941,14.073761
661,412.9067,8.88476,-1712.7858,6.580972,3734.9941,14.073761
662,412.9067,8.88476,-1591.9386,6.248558,3339.5767,14.077715
662,412.9067,8.88476,-1591.9386,6.248558,3339.5767,14.077715
663,412.9067,8.88476,926.6674,6.4463553,3573.8347,14.130928
663,412.9067,8.88476,926.6674,6.4463553,3573.8347,14.130928
664,412.9067,8.88476,2267.6335,6.948374,3697.9194,14.213021
664,412.9067,8.88476,2267.6335,6.948374,3697.9194,14.213021
665,412.9067,8.88476,3515.0168,7.723958,3163.2097,14.19059
665,412.9067,8.88476,3515.0168,7.723958,3163.2097,14.19059
666,412.9067,8.88476,3012.0813,8.402007,3488.3699,14.242894
666,412.9067,8.88476,3012.0813,8.402007,3488.3699,14.242894
667,412.9067,8.88476,2416.1682,8.950211,3574.814,14.325363
667,412.9067,8.88476,2416.1682,8.950211,3574.814,14.325363
668,412.9067,8.88476,1606.4358,9.324213,3295.3706,14.355935
668,412.9067,8.88476,1606.4358,9.324213,3295.3706,14.355935
669,412.9067,8.88476,1420.046,9.653363,3786.3613,14.489914
669,412.9067,8.88476,1420.046,9.653363,3786.3613,14.489914
670,412.9067,8.88476,801.6742,9.850536,3662.299,14.602266
670,412.9067,8.88476,801.6742,9.850536,3662.299,14.602266
671,-3233.05,8.113138,805.811,10.042742,3419.8843,14.660246
671,-3233.05,8.113138,805.811,10.042742,3419.8843,14.660246
672,-3242.4436,7.305152,699.29,10.216202,3425.9912,14.71574
672,-3242.4436,7.305152,699.29,10.216202,3425.9912,14.71574
673,-3250.946,6.497156,776.9966,10.407621,3687.5896,14.824235
673,-3250.946,6.497156,776.9966,10.407621,3687.5896,14.824235
674,-3258.4583,5.6891503,826.64764,10.614186,3347.442,14.855414
674,-3258.4583,5.6891503,826.64764,10.614186,3347.442,14.855414
675,-3264.9807,4.8811345,106.40101,10.674761,3500.8682,14.909436
675,-3264.9807,4.8811345,106.40101,10.674761,3500.8682,14.909436
676,-3270.5125,4.073109,-326.04898,10.64688,1740.646,14.593704
676,-3270.5125,4.073109,-326.04898,10.64688,1740.646,14.593704
677,-3275.0535,3.2650738,-755.7875,10.54701,995.0544,14.101161
677,-3275.0535,3.2650738,-755.7875,10.54701,995.0544,14.101161
678,-3278.6047,2.4570284,-712.0681,10.462287,1113.7439,13.627751
678,-3278.6047,2.4570284,-712.0681,10.462287,1113.7439,13.627751
679,-3281.164,1.6489732,-386.6467,10.421778,2753.9482,13.500238
679,-3281.164,1.6489732,-386.6467,10.421778,2753.9482,13.500238
680,-3282.7344,0.84090817,-763.3014,10.306539,2610.5698,13.362783
680,-3282.7344,0.84090817,-763.3014,10.306539,2610.5698,13.362783
681,-3283.3145,0.032833144,-98.57263,10.332077,3819.1924,13.489586
681,-3283.3145,0.032833144,-98.57263,10.332077,3819.1924,13.489586
681.10596,4.57E-10,-4.57E-15,-30.988688,10.336657,3588.471,13.500723
681.10596,4.57E-10,-4.57E-15,-30.988688,10.336657,3588.471,13.500723
682,4.57E-10,-4.57E-15,-67.0326,10.381356,3552.101,13.57559
682,4.57E-10,-4.57E-15,-67.0326,10.381356,3552.101,13.57559
683,4.57E-10,-4.57E-15,220.69284,10.518626,3312.4102,13.605764
683,4.57E-10,-4.57E-15,220.69284,10.518626,3312.4102,13.605764
684,4.57E-10,-4.57E-15,439.46423,10.708636,3339.535,13.633271
684,4.57E-10,-4.57E-15,439.46423,10.708636,3339.535,13.633271
685,4.57E-10,-4.57E-15,441.5718,10.897134,3209.5715,13.634571
685,4.57E-10,-4.57E-15,441.5718,10.897134,3209.5715,13.634571
686,4.57E-10,-4.57E-15,471.18088,11.084102,3686.6992,13.740911
686,4.57E-10,-4.57E-15,471.18088,11.084102,3686.6992,13.740911
687,4.57E-10,-4.57E-15,156.35452,11.195117,3666.5493,13.852223
687,4.57E-10,-4.57E-15,156.35452,11.195117,3666.5493,13.852223
688,4.57E-10,-4.57E-15,13.384331,11.264728,3647.2146,13.963528
688,4.57E-10,-4.57E-15,13.384331,11.264728,3647.2146,13.963528
689,4.57E-10,-4.57E-15,148.98079,11.353905,3395.8535,14.021597
689,4.57E-10,-4.57E-15,148.98079,11.353905,3395.8535,14.021597
690,4.57E-10,-4.57E-15,293.52106,11.470315,3655.2793,14.130114
690,4.57E-10,-4.57E-15,293.52106,11.470315,3655.2793,14.130114
691,4.57E-10,-4.57E-15,-154.85931,11.495846,3166.5288,14.135001
691,4.57E-10,-4.57E-15,-154.85931,11.495846,3166.5288,14.135001
692,4.57E-10,-4.57E-15,-60.17954,11.545741,3297.4382,14.16147
692,4.57E-10,-4.57E-15,-60.17954,11.545741,3297.4382,14.16147
693,4.57E-10,-4.57E-15,-266.2856,11.565163,3195.666,14.162488
693,4.57E-10,-4.57E-15,-266.2856,11.565163,3195.666,14.162488
694,4.57E-10,-4.57E-15,-194.60019,11.614082,3101.1616,14.135655
694,4.57E-10,-4.57E-15,-194.60019,11.614082,3101.1616,14.135655
695,4.57E-10,-4.57E-15,-219.9462,11.683833,3494.1255,14.187281
695,4.57E-10,-4.57E-15,-219.9462,11.683833,3494.1255,14.187281
696,4.57E-10,-4.57E-15,-619.758,11.690226,3277.06,14.189451
696,4.57E-10,-4.57E-15,-619.758,11.690226,3277.06,14.189451
697,4.57E-10,-4.57E-15,-541.3788,11.721686,4186.614,14.374801
697,4.57E-10,-4.57E-15,-541.3788,11.721686,4186.614,14.374801
698,4.57E-10,-4.57E-15,-814.0767,11.692168,3973.8926,14.515817
698,4.57E-10,-4.57E-15,-814.0767,11.692168,3973.8926,14.515817
699,4.57E-10,-4.57E-15,-1082.2676,11.591884,4090.2034,14.68132
699,4.57E-10,-4.57E-15,-1082.2676,11.591884,4090.2034,14.68132
700,4.57E-10,-4.57E-15,-3107.1426,11.0473795,3794.9573,14.795383
700,4.57E-10,-4.57E-15,-3107.1426,11.0473795,3794.9573,14.795383
701,4.57E-10,-4.57E-15,-6392.472,9.775936,2869.2305,14.721308
701,4.57E-10,-4.57E-15,-6392.472,9.775936,2869.2305,14.721308
702,4.57E-10,-4.57E-15,-2799.3154,9.228237,2448.5046,14.558848
702,4.57E-10,-4.57E-15,-2799.3154,9.228237,2448.5046,14.558848
702.00507,353.0394,-4.57E-15,-2513.9517,9.225813,2461.612,14.558011
702.00507,353.0394,-4.57E-15,-2513.9517,9.225813,2461.612,14.558011
702.00507,353.0399,1.05E-10,-2513.9514,9.225813,2461.612,14.558011
702.00507,353.0399,1.05E-10,-2513.9514,9.225813,2461.612,14.558011
703,3478.3662,0.65966076,-87.56522,9.285567,2550.7576,14.418937
703,3478.3662,0.65966076,-87.56522,9.285567,2550.7576,14.418937
704,3479.3672,1.3540952,2917.0825,9.999616,1138.8597,13.988611
704,3479.3672,1.3540952,2917.0825,9.999616,1138.8597,13.988611
705,3481.1267,2.048522,3508.4812,10.861865,-266.07642,13.252661
705,3481.1267,2.048522,3508.4812,10.861865,-266.07642,13.252661
706,3483.6177,2.7429416,3154.6929,11.645451,715.1334,12.715071
706,3483.6177,2.7429416,3154.6929,11.645451,715.1334,12.715071
707,3486.8423,3.4373538,1795.417,12.134824,2443.8481,12.558895
707,3486.8423,3.4373538,1795.417,12.134824,2443.8481,12.558895
708,3490.7944,4.1317587,718.4986,12.351568,4184.1636,12.7914915
708,3490.7944,4.1317587,718.4986,12.351568,4184.1636,12.7914915
709,2641.9739,4.6452975,-43.21631,12.396265,4437.313,13.094516
709,2641.9739,4.6452975,-43.21631,12.396265,4437.313,13.094516
710,2645.7083,5.1503105,-80.23637,12.416322,3189.0635,13.134776
710,2645.7083,5.1503105,-80.23637,12.416322,3189.0635,13.134776
711,2649.8293,5.6553197,-107.15019,12.4131155,1705.8197,12.844053
711,2649.8293,5.6553197,-107.15019,12.4131155,1705.8197,12.844053
712,2654.3374,6.1603255,-99.34098,12.395682,2866.7227,12.776888
712,2654.3374,6.1603255,-99.34098,12.395682,2866.7227,12.776888
713,2659.2322,6.665327,276.6319,12.443884,3207.0383,12.801263
713,2659.2322,6.665327,276.6319,12.443884,3207.0383,12.801263
714,2664.5137,7.1703243,-205.15695,12.383058,3268.342,12.856206
714,2664.5137,7.1703243,-205.15695,12.383058,3268.342,12.856206
715,2670.182,7.6753182,-265.54578,12.294322,3335.0996,12.938871
715,2670.182,7.6753182,-265.54578,12.294322,3335.0996,12.938871
716,2676.237,8.180308,-134.9749,12.2248335,3325.1548,13.022304
716,2676.237,8.180308,-134.9749,12.2248335,3325.1548,13.022304
717,2682.679,8.685294,30.845388,12.184564,3057.7786,13.052755
717,2682.679,8.685294,30.845388,12.184564,3057.7786,13.052755
718,2689.5085,9.190277,7.153473,12.135345,3534.238,13.18688
718,2689.5085,9.190277,7.153473,12.135345,3534.238,13.18688
719,2696.7236,9.695255,-530.41895,11.969515,3001.1936,13.219988
719,2696.7236,9.695255,-530.41895,11.969515,3001.1936,13.219988
720,2514.3467,10.160042,-231.45074,11.86122,2334.135,13.115547
720,2514.3467,10.160042,-231.45074,11.86122,2334.135,13.115547
721,2521.6228,10.6229315,-244.69379,11.7571945,3307.3904,13.216926
721,2521.6228,10.6229315,-244.69379,11.7571945,3307.3904,13.216926
722,2529.228,11.085819,-272.98926,11.653314,3038.8582,13.2751665
722,2529.228,11.085819,-272.98926,11.653314,3038.8582,13.2751665
723,2537.16,11.548702,-436.7618,11.519932,3162.61,13.357263
723,2537.16,11.548702,-436.7618,11.519932,3162.61,13.357263
724,2545.4163,12.011583,-35.234657,11.477355,3413.1199,13.493647
724,2545.4163,12.011583,-35.234657,11.477355,3413.1199,13.493647
725,2553.9973,12.47446,-456.43948,11.360056,3806.054,13.71194
725,2553.9973,12.47446,-456.43948,11.360056,3806.054,13.71194
726,2562.9026,12.937334,-264.96008,11.28993,3708.881,13.907355
726,2562.9026,12.937334,-264.96008,11.28993,3708.881,13.907355
727,2572.1335,13.400205,592.4157,11.415059,3735.2627,14.101536
727,2572.1335,13.400205,592.4157,11.415059,3735.2627,14.101536
728,2581.6895,13.863072,-65.41998,11.424265,3509.3157,14.242684
728,2581.6895,13.863072,-65.41998,11.424265,3509.3157,14.242684
729,499.2278,13.883897,307.95966,11.505981,2781.004,14.22219
729,499.2278,13.883897,307.95966,11.505981,2781.004,14.22219
730,499.23053,13.883897,740.0444,11.624544,2415.3662,14.114736
730,499.23053,13.883897,740.0444,11.624544,2415.3662,14.114736
731,499.23053,13.883897,848.3347,11.779711,2535.0498,14.030205
731,499.23053,13.883897,848.3347,11.779711,2535.0498,14.030205
732,499.23053,13.883897,847.12195,11.935973,2407.5815,13.920368
732,499.23053,13.883897,847.12195,11.935973,2407.5815,13.920368
733,499.23053,13.883897,1018.0928,12.121625,2909.9172,13.915345
733,499.23053,13.883897,1018.0928,12.121625,2909.9172,13.915345
734,499.23053,13.883897,603.72766,12.216185,3030.4126,13.941918
734,499.23053,13.883897,603.72766,12.216185,3030.4126,13.941918
735,499.23053,13.883897,391.77835,12.254273,3280.7454,14.022748
735,499.23053,13.883897,391.77835,12.254273,3280.7454,14.022748
736,499.23053,13.883897,-421.5599,12.107399,2916.0286,14.026395
736,499.23053,13.883897,-421.5599,12.107399,2916.0286,14.026395
737,499.23053,13.883897,-96.7712,12.013673,3170.277,14.079409
737,499.23053,13.883897,-96.7712,12.013673,3170.277,14.079409
738,499.23053,13.883897,399.05945,12.026076,2910.1387,14.082009
738,499.23053,13.883897,399.05945,12.026076,2910.1387,14.082009
739,499.23053,13.883897,1095.0417,12.191333,2892.2537,14.082189
739,499.23053,13.883897,1095.0417,12.191333,2892.2537,14.082189
740,499.23053,13.883897,1250.4229,12.398276,3258.8726,14.161856
740,499.23053,13.883897,1250.4229,12.398276,3258.8726,14.161856
741,-1854.3284,13.386599,705.3123,12.491689,3254.5408,14.245233
741,-1854.3284,13.386599,705.3123,12.491689,3254.5408,14.245233
742,-1864.7115,12.8658695,1009.4142,12.646156,3483.562,14.381831
742,-1864.7115,12.8658695,1009.4142,12.646156,3483.562,14.381831
743,-1874.6864,12.345136,1784.4763,12.964636,3354.264,14.494235
743,-1874.6864,12.345136,1784.4763,12.964636,3354.264,14.494235
744,-1884.2513,11.824398,1835.7651,13.295181,3094.1565,14.552392
744,-1884.2513,11.824398,1835.7651,13.295181,3094.1565,14.552392
745,-1893.4038,11.303657,1943.4437,13.64376,3274.5466,14.633922
745,-1893.4038,11.303657,1943.4437,13.64376,3274.5466,14.633922
746,-1902.1449,10.78291,2519.8496,14.109098,3108.4248,14.663361
746,-1902.1449,10.78291,2519.8496,14.109098,3108.4248,14.663361
747,-1910.4738,10.26216,1302.726,14.31247,3300.8887,14.716991
747,-1910.4738,10.26216,1302.726,14.31247,3300.8887,14.716991
748,-1918.3938,9.741406,1091.9099,14.449528,2960.5076,14.692617
748,-1918.3938,9.741406,1091.9099,14.449528,2960.5076,14.692617
749,424.66504,9.717976,1817.0854,14.736196,2357.594,14.53198
749,424.66504,9.717976,1817.0854,14.736196,2357.594,14.53198
750,424.662,9.717976,-2391.168,14.147798,2518.6045,14.39148
750,424.662,9.717976,-2391.168,14.147798,2518.6045,14.39148
751,424.662,9.717976,-2311.2,13.556634,2665.5313,14.2789
751,424.662,9.717976,-2311.2,13.556634,2665.5313,14.2789
752,424.662,9.717976,-2743.0059,12.89648,2680.4116,14.167641
752,424.662,9.717976,-2743.0059,12.89648,2680.4116,14.167641
753,424.662,9.717976,-221.52284,12.776502,2816.1245,14.08295
753,424.662,9.717976,-221.52284,12.776502,2816.1245,14.08295
754,424.662,9.717976,355.9595,12.807843,2895.4683,14.026601
754,424.662,9.717976,355.9595,12.807843,2895.4683,14.026601
755,424.662,9.717976,-474.43506,12.663222,3110.2112,14.024453
755,424.662,9.717976,-474.43506,12.663222,3110.2112,14.024453
756,424.662,9.717976,-1091.1,12.377286,3169.18,14.051641
756,424.662,9.717976,-1091.1,12.377286,3169.18,14.051641
757,424.662,9.717976,-3433.2776,11.603202,3129.781,14.079813
757,424.662,9.717976,-3433.2776,11.603202,3129.781,14.079813
758,424.662,9.717976,-4810.0625,10.523098,2951.1665,14.081599
758,424.662,9.717976,-4810.0625,10.523098,2951.1665,14.081599
759,424.662,9.717976,-4917.58,9.411909,2883.8206,14.082273
759,424.662,9.717976,-4917.58,9.411909,2883.8206,14.082273
760,424.662,9.717976,-4317.9287,8.430662,2589.6953,14.029658
760,424.662,9.717976,-4317.9287,8.430662,2589.6953,14.029658
761,424.662,9.717976,-3757.0264,7.5773954,3459.8076,14.159846
761,424.662,9.717976,-3757.0264,7.5773954,3459.8076,14.159846
762,424.662,9.717976,-2614.8987,6.973652,3065.1855,14.219348
762,424.662,9.717976,-2614.8987,6.973652,3065.1855,14.219348
763,424.662,9.717976,-2665.7688,6.369755,2921.1252,14.248567
763,424.662,9.717976,-2665.7688,6.369755,2921.1252,14.248567
764,-3962.5967,8.789626,-4858.5547,5.2988997,3040.5754,14.302928
764,-3962.5967,8.789626,-4858.5547,5.2988997,3040.5754,14.302928
765,-3975.0903,7.8175287,-6575.5957,3.842353,3788.217,14.5176735
765,-3975.0903,7.8175287,-6575.5957,3.842353,3788.217,14.5176735
766,-3985.9639,6.845415,-6831.4106,2.315081,3046.0479,14.58065
766,-3985.9639,6.845415,-6831.4106,2.315081,3046.0479,14.58065
767,-3995.402,5.873287,-4020.1204,1.3819734,3179.8557,14.662646
767,-3995.402,5.873287,-4020.1204,1.3819734,3179.8557,14.662646
768,-4003.4148,4.9011455,-5986.1255,0.059861258,3135.3489,14.746425
768,-4003.4148,4.9011455,-5986.1255,0.059861258,3135.3489,14.746425
768.21716,-4004.9644,4.6900363,7.53E-09,-7.53E-14,2381.0361,14.735871
768.21716,-4004.9644,4.6900363,7.53E-09,-7.53E-14,2381.0361,14.735871
769,-4009.9895,3.9289887,7.53E-09,-7.53E-14,2339.9167,14.671045
769,-4009.9895,3.9289887,7.53E-09,-7.53E-14,2339.9167,14.671045
770,-4015.125,2.9568179,7.53E-09,-7.53E-14,3419.694,14.826914
770,-4015.125,2.9568179,7.53E-09,-7.53E-14,3419.694,14.826914
771,-4018.8333,1.9846327,7.53E-09,-7.53E-14,3481.3872,15.020741
771,-4018.8333,1.9846327,7.53E-09,-7.53E-14,3481.3872,15.020741
772,-4021.1084,1.0124333,7.53E-09,-7.53E-14,2566.7424,15.029888
772,-4021.1084,1.0124333,7.53E-09,-7.53E-14,2566.7424,15.029888
772.00055,-4021.1091,1.0119189,51.815765,-7.53E-14,2572.5537,15.029889
772.00055,-4021.1091,1.0119189,51.815765,-7.53E-14,2572.5537,15.029889
772.00055,-4021.1091,1.0119189,51.817024,1E-10,2572.5537,15.029889
772.00055,-4021.1091,1.0119189,51.817024,1E-10,2572.5537,15.029889
773,-4021.949,0.04021949,4460.2305,0.9347838,3048.4814,15.136182
773,-4021.949,0.04021949,4460.2305,0.9347838,3048.4814,15.136182
773.1135,2.47E-10,-2.47E-15,8075.574,1.1090444,2354.782,15.136811
773.1135,2.47E-10,-2.47E-15,8075.574,1.1090444,2354.782,15.136811
774,2.47E-10,-2.47E-15,8399.662,2.748623,2244.0496,15.088671
774,2.47E-10,-2.47E-15,8399.662,2.748623,2244.0496,15.088671
775,2.47E-10,-2.47E-15,8157.5396,4.5469966,2720.681,15.13946
775,2.47E-10,-2.47E-15,8157.5396,4.5469966,2720.681,15.13946
776,2.47E-10,-2.47E-15,-7956.475,2.9235036,3410.2395,15.354787
776,2.47E-10,-2.47E-15,-7956.475,2.9235036,3410.2395,15.354787
777,2.47E-10,-2.47E-15,-7603.3364,1.2143806,2867.6057,15.471324
777,2.47E-10,-2.47E-15,-7603.3364,1.2143806,2867.6057,15.471324
778,2.47E-10,-2.47E-15,-679.1894,0.977928,3052.487,15.636142
778,2.47E-10,-2.47E-15,-679.1894,0.977928,3052.487,15.636142
779,2.47E-10,-2.47E-15,-603.5724,0.8264718,1738.6827,15.538169
779,2.47E-10,-2.47E-15,-603.5724,0.8264718,1738.6827,15.538169
780,2.47E-10,-2.47E-15,-3617.1755,0.036171753,2578.3528,15.613106
780,2.47E-10,-2.47E-15,-3617.1755,0.036171753,2578.3528,15.613106
780.1777,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2324.4531,15.62058
780.1777,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2324.4531,15.62058
781,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2308.0334,15.643586
781,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2308.0334,15.643586
782,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2497.7559,15.697245
782,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2497.7559,15.697245
783,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2663.628,15.778919
783,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2663.628,15.778919
784,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2695.4082,15.861935
784,2.47E-10,-2.47E-15,8.54E-11,-8.54E-16,2695.4082,15.861935
784.00037,2.47E-10,-2.47E-15,74.80296,-8.54E-16,2697.34,15.861964
784.00037,2.47E-10,-2.47E-15,74.80296,-8.54E-16,2697.34,15.861964
784.00037,2.47E-10,-2.47E-15,74.8035,1.18E-10,2697.34,15.861964
784.00037,2.47E-10,-2.47E-15,74.8035,1.18E-10,2697.34,15.861964
785,2.47E-10,-2.47E-15,9628.691,2.0260742,3023.2932,15.997545
785,2.47E-10,-2.47E-15,9628.691,2.0260742,3023.2932,15.997545
786,2.47E-10,-2.47E-15,12333.774,4.719382,2686.5393,16.056467
786,2.47E-10,-2.47E-15,12333.774,4.719382,2686.5393,16.056467
787,2.47E-10,-2.47E-15,10858.952,7.12168,2591.8635,16.085192
